date,team,elo,fifa_rank,fifa_points,confederation,draws_last_10,draws_last_5,goal_diff_last_10,goal_diff_last_5,goals_against_last_10,goals_against_last_5,goals_for_last_10,goals_for_last_5,losses_last_10,losses_last_5,points_last_10,points_last_5,points_per_match_last_10,points_per_match_last_5,wins_last_10,wins_last_5
2026-03-29,Liechtenstein,956.0,203.0,827.19,,0.0,0.0,-32.0,-12.0,34.0,14.0,2.0,2.0,9.0,4.0,3.0,3.0,0.3,0.6,1.0,1.0
2025-11-17,Lithuania,1320.0,139.0,1090.89,,4.0,2.0,-11.0,-4.0,17.0,8.0,6.0,4.0,6.0,3.0,4.0,2.0,0.4,0.4,0.0,0.0
2025-11-17,Luxembourg,1520.0,87.0,1261.95,,2.0,0.0,-13.0,-11.0,18.0,12.0,5.0,1.0,7.0,5.0,5.0,0.0,0.5,0.0,1.0,0.0
2026-03-29,Macau,,193.0,871.52,,1.0,0.0,-21.0,-10.0,24.0,12.0,3.0,2.0,9.0,5.0,1.0,0.0,0.1,0.0,0.0,0.0
2025-10-12,Madagascar,1316.0,108.0,1196.56,,1.0,0.0,0.0,0.0,15.0,8.0,15.0,8.0,5.0,2.0,13.0,9.0,1.3,1.8,4.0,3.0
2026-03-31,Malawi,1350.0,133.0,1117.42,,3.0,2.0,4.0,3.0,7.0,3.0,11.0,6.0,3.0,1.0,15.0,8.0,1.5,1.6,4.0,2.0
2025-11-18,Malaysia,1300.0,132.0,1117.64,,2.0,0.0,11.0,13.0,7.0,2.0,18.0,15.0,2.0,0.0,20.0,15.0,2.0,3.0,6.0,5.0
2025-11-18,Maldives,879.0,163.0,1003.48,,1.0,1.0,-11.0,-3.0,19.0,7.0,8.0,4.0,7.0,3.0,7.0,4.0,0.7,0.8,2.0,1.0
2026-01-09,Mali,1616.0,54.0,1455.16,,4.0,4.0,7.0,1.0,8.0,5.0,15.0,6.0,2.0,0.0,16.0,7.0,1.6,1.4,4.0,1.0
2025-11-17,Malta,1250.0,171.0,971.89,,3.0,1.0,-15.0,-4.0,21.0,10.0,6.0,6.0,5.0,2.0,9.0,7.0,0.9,1.4,2.0,2.0
2022-06-18,Mapuche,,,,,0.0,0.0,-1.0,-1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-16,Marshall Islands,,,,,0.0,0.0,-4.0,-4.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-29,Martinique,1441.0,,,,5.0,2.0,-5.0,-4.0,12.0,6.0,7.0,2.0,4.0,3.0,8.0,2.0,0.8,0.4,1.0,0.0
2022-05-25,Matabeleland,,,,,2.0,2.0,-6.0,4.0,13.0,2.0,7.0,6.0,2.0,0.0,11.0,11.0,1.5714285714285714,2.2,3.0,3.0
2022-06-19,Maule Sur,,,,,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0
2025-11-25,Mauritania,1392.0,112.0,1179.04,,5.0,3.0,-6.0,-5.0,12.0,6.0,6.0,1.0,4.0,2.0,8.0,3.0,0.8,0.6,1.0,0.0
2025-10-13,Mauritius,1044.0,178.0,927.57,,2.0,1.0,-10.0,-7.0,17.0,11.0,7.0,4.0,7.0,4.0,5.0,1.0,0.5,0.2,1.0,0.0
2023-08-26,Mayotte,1225.0,,,,2.0,1.0,4.0,2.0,9.0,4.0,13.0,6.0,3.0,2.0,17.0,7.0,1.7,1.4,5.0,2.0
2023-07-13,Menorca,,,,,2.0,1.0,6.0,-1.0,12.0,7.0,18.0,6.0,4.0,3.0,14.0,4.0,1.4,0.8,4.0,1.0
2025-07-06,Mexico,1794.0,17.0,1635.66,CONCACAF,1.0,1.0,12.0,6.0,7.0,2.0,19.0,8.0,1.0,0.0,25.0,13.0,2.5,2.6,8.0,4.0
2025-11-16,Moldova,1339.0,149.0,1042.81,,2.0,1.0,-27.0,-17.0,33.0,20.0,6.0,3.0,8.0,4.0,2.0,1.0,0.2,0.2,0.0,0.0
2024-12-11,Mongolia,792.0,188.0,883.57,,0.0,0.0,-16.0,-5.0,22.0,10.0,6.0,5.0,8.0,3.0,6.0,6.0,0.6,1.2,2.0,2.0
2025-11-17,Montenegro,1550.0,74.0,1332.68,,1.0,0.0,-5.0,-8.0,18.0,12.0,13.0,4.0,4.0,3.0,16.0,6.0,1.6,1.2,5.0,2.0
2025-06-10,Montserrat,1022.0,179.0,924.14,,0.0,0.0,-9.0,-1.0,19.0,4.0,10.0,3.0,7.0,3.0,9.0,6.0,0.9,1.2,3.0,2.0
2026-01-18,Morocco,1847.0,14.0,1676.14,CAF,2.0,2.0,14.0,6.0,3.0,1.0,17.0,7.0,0.0,0.0,26.0,11.0,2.6,2.2,8.0,3.0
2026-01-05,Mozambique,1357.0,99.0,1226.03,,1.0,1.0,-6.0,-2.0,16.0,8.0,10.0,6.0,6.0,3.0,10.0,4.0,1.0,0.8,3.0,1.0
2025-10-14,Myanmar,906.0,167.0,988.98,,2.0,1.0,-9.0,-7.0,22.0,12.0,13.0,5.0,5.0,2.0,11.0,7.0,1.1,1.4,3.0,2.0
2026-03-28,Namibia,1381.0,105.0,1201.3,,2.0,0.0,-9.0,-12.0,16.0,13.0,7.0,1.0,6.0,5.0,8.0,0.0,0.8,0.0,2.0,0.0
2025-11-18,Nepal,894.0,176.0,935.93,,3.0,2.0,-7.0,-4.0,14.0,8.0,7.0,4.0,5.0,3.0,9.0,2.0,0.9,0.4,2.0,0.0
2025-11-17,Netherlands,1970.0,7.0,1759.95,UEFA,5.0,2.0,19.0,9.0,10.0,4.0,29.0,13.0,0.0,0.0,20.0,11.0,2.0,2.2,5.0,3.0
2026-03-26,New Caledonia,1234.0,160.0,1008.92,,2.0,1.0,21.0,3.0,9.0,6.0,30.0,9.0,1.0,1.0,23.0,10.0,2.3,2.0,7.0,3.0
2026-03-30,New Zealand,1526.0,103.0,1199.04,OFC,1.0,1.0,-6.0,-6.0,14.0,8.0,8.0,2.0,7.0,4.0,7.0,1.0,0.7,0.2,2.0,0.0
2025-11-18,Nicaragua,1332.0,131.0,1118.04,,2.0,1.0,-10.0,-6.0,16.0,10.0,6.0,4.0,6.0,3.0,8.0,4.0,0.8,0.8,2.0,1.0
2026-03-31,Niger,1241.0,127.0,1132.39,,3.0,2.0,5.0,2.0,14.0,5.0,19.0,7.0,2.0,1.0,18.0,8.0,1.8,1.6,5.0,2.0
2026-01-17,Nigeria,1591.0,39.0,1498.02,CAF,2.0,1.0,18.0,9.0,7.0,3.0,25.0,12.0,0.0,0.0,26.0,13.0,2.6,2.6,8.0,4.0
2025-06-10,North Korea,1367.0,,,,4.0,2.0,-9.0,-6.0,19.0,11.0,10.0,5.0,6.0,3.0,4.0,2.0,0.4,0.4,0.0,0.0
2026-03-26,North Macedonia,1568.0,72.0,1351.18,,5.0,3.0,2.0,-1.0,12.0,8.0,14.0,7.0,2.0,1.0,14.0,6.0,1.4,1.2,3.0,1.0
2026-03-26,Northern Ireland,1491.0,73.0,1339.64,,1.0,0.0,-3.0,-1.0,14.0,5.0,11.0,4.0,5.0,3.0,13.0,6.0,1.3,1.2,4.0,2.0
2024-04-07,Northern Mariana Islands,434.0,,,,2.0,1.0,-37.0,-14.0,46.0,21.0,9.0,7.0,7.0,3.0,5.0,4.0,0.5,0.8,1.0,1.0
2025-11-16,Norway,1755.0,47.0,1472.16,,1.0,1.0,35.0,19.0,5.0,3.0,40.0,22.0,0.0,0.0,28.0,13.0,2.8,2.6,9.0,4.0
2025-12-08,Oman,1554.0,78.0,1309.27,,4.0,2.0,-4.0,-1.0,10.0,4.0,6.0,3.0,4.0,2.0,10.0,5.0,1.0,1.0,2.0,1.0
2025-07-17,Orkney,,,,,1.0,0.0,-5.0,2.0,21.0,8.0,16.0,10.0,5.0,2.0,13.0,9.0,1.3,1.8,4.0,3.0
2019-06-08,Padania,,,,,2.0,2.0,23.0,7.0,8.0,3.0,31.0,10.0,2.0,1.0,20.0,8.0,2.0,1.6,6.0,2.0
2025-11-18,Pakistan,829.0,197.0,842.59,,2.0,2.0,-28.0,-6.0,30.0,7.0,2.0,1.0,8.0,3.0,2.0,2.0,0.2,0.4,0.0,0.0
2025-12-11,Palestine,1407.0,98.0,1228.99,,5.0,3.0,1.0,0.0,9.0,3.0,10.0,3.0,2.0,1.0,14.0,6.0,1.4,1.2,3.0,1.0
2025-11-18,Panama,1766.0,37.0,1502.55,CONCACAF,4.0,3.0,12.0,2.0,8.0,4.0,20.0,6.0,0.0,0.0,22.0,9.0,2.2,1.8,6.0,2.0
2025-11-23,Papua New Guinea,1107.0,168.0,984.23,,3.0,1.0,3.0,5.0,14.0,4.0,17.0,9.0,2.0,0.0,18.0,13.0,1.8,2.6,5.0,4.0
2025-10-10,Paraguay,1705.0,57.0,1423.98,,4.0,2.0,5.0,2.0,7.0,3.0,12.0,5.0,1.0,1.0,19.0,8.0,1.9,1.6,5.0,2.0
2019-06-02,Parishes of Jersey,,,,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.5,1.5,1.0,1.0
2025-09-09,Peru,1743.0,43.0,1483.2,,3.0,2.0,-7.0,-2.0,11.0,5.0,4.0,3.0,5.0,2.0,9.0,5.0,0.9,1.0,2.0,1.0
2025-11-18,Philippines,1050.0,148.0,1050.03,,4.0,1.0,8.0,6.0,12.0,8.0,20.0,14.0,1.0,1.0,19.0,10.0,1.9,2.0,5.0,3.0
2026-03-31,Poland,1710.0,30.0,1525.08,UEFA,2.0,1.0,10.0,5.0,8.0,4.0,18.0,9.0,1.0,0.0,23.0,13.0,2.3,2.6,7.0,4.0
2025-11-16,Portugal,2033.0,8.0,1752.14,UEFA,3.0,1.0,8.0,5.0,13.0,6.0,21.0,11.0,2.0,1.0,18.0,10.0,1.8,2.0,5.0,3.0
2026-03-28,Puerto Rico,1147.0,154.0,1021.62,,2.0,1.0,-2.0,-2.0,18.0,9.0,16.0,7.0,4.0,2.0,14.0,7.0,1.4,1.4,4.0,2.0
2025-12-07,Qatar,1535.0,44.0,1481.69,AFC,4.0,2.0,-6.0,-1.0,16.0,5.0,10.0,4.0,4.0,2.0,10.0,5.0,1.0,1.0,2.0,1.0
2023-06-17,Raetia,,,,,4.0,3.0,-31.0,-6.0,43.0,15.0,12.0,9.0,6.0,2.0,4.0,3.0,0.4,0.6,0.0,0.0
2026-03-26,Republic of Ireland,,62.0,1394.63,,3.0,0.0,4.0,2.0,10.0,5.0,14.0,7.0,2.0,2.0,18.0,9.0,1.8,1.8,5.0,3.0
2026-03-26,Romania,1674.0,45.0,1481.4,,1.0,1.0,7.0,6.0,14.0,7.0,21.0,13.0,4.0,1.0,16.0,10.0,1.6,2.0,5.0,3.0
2021-11-14,Russia,1743.0,33.0,1497.45,,1.0,0.0,8.0,12.0,8.0,1.0,16.0,13.0,2.0,0.0,22.0,15.0,2.2,3.0,7.0,5.0
2026-03-30,Rwanda,1309.0,130.0,1123.32,,1.0,0.0,-5.0,0.0,13.0,5.0,8.0,5.0,6.0,3.0,10.0,6.0,1.0,1.2,3.0,2.0
2023-09-02,Réunion,1369.0,,,,3.0,3.0,12.0,5.0,5.0,3.0,17.0,8.0,1.0,0.0,21.0,9.0,2.1,1.8,6.0,2.0
2023-07-13,Saint Helena,,,,,0.0,0.0,-33.0,-23.0,37.0,24.0,4.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-03-30,Saint Kitts and Nevis,1079.0,,,,1.0,1.0,-10.0,-2.0,28.0,11.0,18.0,9.0,6.0,2.0,10.0,7.0,1.0,1.4,3.0,2.0
2026-03-27,Saint Lucia,1094.0,,,,0.0,0.0,-16.0,-11.0,26.0,15.0,10.0,4.0,6.0,4.0,12.0,3.0,1.2,0.6,4.0,1.0
2026-03-29,Saint Martin,942.0,,,,0.0,0.0,-7.0,-4.0,21.0,10.0,14.0,6.0,6.0,3.0,12.0,6.0,1.2,1.2,4.0,2.0
2026-03-29,Saint Vincent and the Grenadines,,,,,1.0,0.0,16.0,6.0,10.0,6.0,26.0,12.0,3.0,2.0,19.0,9.0,1.9,1.8,6.0,3.0
2024-11-18,Samoa,699.0,185.0,900.79,,0.0,0.0,-7.0,-4.0,22.0,10.0,15.0,6.0,5.0,3.0,15.0,6.0,1.5,1.2,5.0,2.0
2025-11-18,San Marino,778.0,210.0,746.05,,0.0,0.0,-32.0,-23.0,37.0,24.0,5.0,1.0,9.0,5.0,3.0,0.0,0.3,0.0,1.0,0.0
2025-12-15,Saudi Arabia,1585.0,56.0,1433.16,AFC,2.0,0.0,4.0,1.0,10.0,6.0,14.0,7.0,2.0,2.0,20.0,9.0,2.0,1.8,6.0,3.0
2025-11-18,Scotland,1801.0,52.0,1461.75,,1.0,1.0,5.0,4.0,12.0,5.0,17.0,9.0,3.0,1.0,19.0,10.0,1.9,2.0,6.0,3.0
2026-01-18,Senegal,1731.0,21.0,1620.87,CAF,1.0,1.0,25.0,7.0,4.0,2.0,29.0,9.0,1.0,0.0,25.0,13.0,2.5,2.6,8.0,4.0
2025-11-16,Serbia,1802.0,35.0,1505.08,UEFA,3.0,0.0,0.0,-5.0,10.0,9.0,10.0,4.0,3.0,3.0,15.0,6.0,1.5,1.2,4.0,2.0
2025-10-14,Seychelles,855.0,201.0,831.19,,0.0,0.0,-45.0,-24.0,47.0,24.0,2.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-17,Shetland,,,,,2.0,2.0,4.0,8.0,18.0,6.0,22.0,14.0,4.0,0.0,14.0,11.0,1.4,2.2,4.0,3.0
2026-03-30,Sierra Leone,1315.0,125.0,1134.26,,2.0,1.0,-1.0,1.0,12.0,4.0,11.0,5.0,4.0,2.0,14.0,7.0,1.4,1.4,4.0,2.0
2025-11-18,Singapore,1115.0,161.0,1008.26,,3.0,2.0,-1.0,-1.0,14.0,8.0,13.0,7.0,4.0,2.0,12.0,5.0,1.2,1.0,3.0,1.0
2026-03-30,Sint Maarten,880.0,,,,1.0,1.0,-8.0,-5.0,23.0,12.0,15.0,7.0,3.0,1.0,19.0,10.0,1.9,2.0,6.0,3.0
2026-03-26,Slovakia,1662.0,42.0,1485.89,,1.0,0.0,-7.0,-4.0,14.0,8.0,7.0,4.0,5.0,2.0,13.0,9.0,1.3,1.8,4.0,3.0
2025-11-18,Slovenia,1710.0,51.0,1462.98,,5.0,3.0,-2.0,-5.0,9.0,7.0,7.0,2.0,2.0,2.0,14.0,3.0,1.4,0.6,3.0,0.0
2026-03-30,Solomon Islands,1308.0,144.0,1064.11,,0.0,0.0,-14.0,-13.0,28.0,19.0,14.0,6.0,8.0,5.0,6.0,0.0,0.6,0.0,2.0,0.0
2025-11-26,Somalia,898.0,202.0,829.81,,2.0,0.0,-13.0,-8.0,19.0,10.0,6.0,2.0,7.0,4.0,5.0,3.0,0.5,0.6,1.0,1.0
2026-01-04,South Africa,1490.0,59.0,1415.07,CAF,3.0,0.0,11.0,6.0,6.0,5.0,17.0,11.0,1.0,1.0,21.0,12.0,2.1,2.4,6.0,4.0
2025-06-10,South Korea,1798.0,23.0,1572.61,AFC,4.0,3.0,10.0,4.0,7.0,4.0,17.0,8.0,0.0,0.0,22.0,9.0,2.2,1.8,6.0,2.0
2019-06-09,South Ossetia,,,,,2.0,2.0,-18.0,0.0,27.0,6.0,9.0,6.0,6.0,1.0,8.0,8.0,0.8,1.6,2.0,2.0
2025-11-25,South Sudan,1147.0,172.0,967.83,,3.0,3.0,-13.0,-8.0,19.0,10.0,6.0,2.0,6.0,2.0,6.0,3.0,0.6,0.6,1.0,0.0
2025-11-18,Spain,2033.0,3.0,1836.42,UEFA,3.0,0.0,21.0,19.0,13.0,0.0,34.0,19.0,0.0,0.0,24.0,15.0,2.4,3.0,7.0,5.0
2025-11-18,Sri Lanka,684.0,200.0,831.39,,1.0,1.0,-1.0,-1.0,11.0,7.0,10.0,6.0,4.0,2.0,16.0,7.0,1.6,1.4,5.0,2.0
2026-01-03,Sudan,1316.0,120.0,1154.5,,2.0,0.0,-10.0,-8.0,14.0,10.0,4.0,2.0,6.0,4.0,8.0,3.0,0.8,0.6,2.0,1.0
2026-03-26,Suriname,1303.0,138.0,1094.39,,5.0,2.0,0.0,3.0,13.0,6.0,13.0,9.0,3.0,1.0,11.0,8.0,1.1,1.6,2.0,2.0
2026-03-31,Sweden,1692.0,28.0,1528.18,,2.0,1.0,1.0,-4.0,17.0,9.0,18.0,5.0,4.0,3.0,14.0,4.0,1.4,0.8,4.0,1.0
2025-11-18,Switzerland,1792.0,15.0,1641.0,UEFA,2.0,1.0,19.0,12.0,8.0,1.0,27.0,13.0,1.0,0.0,23.0,13.0,2.3,2.6,7.0,4.0
2025-12-11,Syria,1425.0,92.0,1252.91,,3.0,2.0,14.0,8.0,7.0,1.0,21.0,9.0,1.0,0.0,21.0,11.0,2.1,2.2,6.0,3.0
2023-07-02,Székely Land,,,,,2.0,1.0,-10.0,-6.0,25.0,14.0,15.0,8.0,6.0,3.0,8.0,4.0,0.8,0.8,2.0,1.0
2023-07-16,Sápmi,,,,,0.0,0.0,-3.0,-9.0,18.0,14.0,15.0,5.0,6.0,4.0,12.0,3.0,1.2,0.6,4.0,1.0
2025-10-13,São Tomé and Príncipe,1057.0,190.0,878.09,,2.0,0.0,-18.0,-13.0,23.0,16.0,5.0,3.0,8.0,5.0,2.0,0.0,0.2,0.0,0.0,0.0
2025-03-21,Tahiti,1186.0,158.0,1016.83,,1.0,0.0,2.0,-2.0,12.0,9.0,14.0,7.0,3.0,2.0,19.0,9.0,1.9,1.8,6.0,3.0
2025-11-18,Taiwan,924.0,,,,0.0,0.0,-15.0,-16.0,29.0,19.0,14.0,3.0,8.0,5.0,6.0,0.0,0.6,0.0,2.0,0.0
2025-11-18,Tajikistan,1374.0,103.0,1208.01,,1.0,1.0,4.0,7.0,13.0,3.0,17.0,10.0,3.0,0.0,19.0,13.0,1.9,2.6,6.0,4.0
2023-08-08,Tamil Eelam,,,,,0.0,0.0,-4.0,-1.0,24.0,11.0,20.0,10.0,5.0,2.0,15.0,9.0,1.5,1.8,5.0,3.0
2026-03-29,Tanzania,1351.0,110.0,1188.24,,3.0,2.0,-8.0,-3.0,15.0,6.0,7.0,3.0,7.0,3.0,3.0,2.0,0.3,0.4,0.0,0.0
2025-11-18,Thailand,1382.0,100.0,1223.06,,0.0,0.0,12.0,10.0,10.0,4.0,22.0,14.0,3.0,1.0,21.0,12.0,2.1,2.4,7.0,4.0
2023-08-06,Tibet,630.0,,,,2.0,2.0,-31.0,-12.0,42.0,22.0,11.0,10.0,8.0,3.0,2.0,2.0,0.2,0.4,0.0,0.0
2023-06-17,Ticino,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-11-18,Timor-Leste,,196.0,844.75,,1.0,0.0,-24.0,-9.0,30.0,12.0,6.0,3.0,8.0,4.0,4.0,3.0,0.4,0.6,1.0,1.0
2026-03-31,Togo,1391.0,119.0,1158.81,,3.0,2.0,-3.0,-2.0,11.0,5.0,8.0,3.0,5.0,2.0,9.0,5.0,0.9,1.0,2.0,1.0
2024-09-09,Tonga,525.0,200.0,833.12,,0.0,0.0,-34.0,-2.0,45.0,12.0,11.0,10.0,8.0,3.0,6.0,6.0,0.6,1.2,2.0,2.0
2026-03-30,Trinidad and Tobago,1432.0,101.0,1213.25,,6.0,3.0,-5.0,-6.0,15.0,11.0,10.0,5.0,3.0,2.0,9.0,3.0,0.9,0.6,1.0,0.0
2026-01-03,Tunisia,1740.0,36.0,1504.86,,4.0,2.0,7.0,4.0,12.0,7.0,19.0,11.0,2.0,1.0,16.0,8.0,1.6,1.6,4.0,2.0
2026-03-31,Turkey,1766.0,26.0,1538.52,,1.0,1.0,9.0,11.0,14.0,4.0,23.0,15.0,2.0,0.0,22.0,13.0,2.2,2.6,7.0,4.0
2025-11-18,Turkmenistan,1220.0,142.0,1065.42,,1.0,1.0,-2.0,3.0,15.0,4.0,13.0,7.0,5.0,1.0,13.0,10.0,1.3,2.0,4.0,3.0
2025-08-16,Turks and Caicos Islands,705.0,206.0,802.81,,4.0,1.0,-13.0,-8.0,19.0,11.0,6.0,3.0,5.0,3.0,7.0,4.0,0.7,0.8,1.0,1.0
2023-11-30,Tuvalu,738.0,,,,1.0,0.0,-51.0,-25.0,60.0,30.0,9.0,5.0,8.0,4.0,4.0,3.0,0.4,0.6,1.0,1.0
2023-07-02,Two Sicilies,,,,,0.0,0.0,-8.0,-8.0,11.0,11.0,3.0,3.0,4.0,4.0,3.0,3.0,0.6,0.6,1.0,1.0
2025-12-30,Uganda,1368.0,90.0,1257.64,,2.0,1.0,-2.0,-6.0,15.0,11.0,13.0,5.0,4.0,3.0,14.0,4.0,1.4,0.8,4.0,1.0
2026-03-26,Ukraine,1850.0,24.0,1548.29,,1.0,1.0,-3.0,1.0,20.0,9.0,17.0,10.0,4.0,1.0,16.0,10.0,1.6,2.0,5.0,3.0
2025-12-15,United Arab Emirates,1529.0,69.0,1377.22,,3.0,2.0,3.0,0.0,12.0,7.0,15.0,7.0,3.0,2.0,15.0,5.0,1.5,1.0,4.0,1.0
2025-07-06,United States,1776.0,18.0,1632.19,CONCACAF,1.0,1.0,4.0,8.0,13.0,4.0,17.0,12.0,4.0,0.0,16.0,13.0,1.6,2.6,5.0,4.0
2026-03-28,United States Virgin Islands,,,,,4.0,1.0,-6.0,0.0,22.0,11.0,16.0,11.0,4.0,2.0,10.0,7.0,1.0,1.4,2.0,2.0
2025-09-09,Uruguay,2007.0,11.0,1701.34,CONMEBOL,4.0,1.0,2.0,2.0,7.0,3.0,9.0,5.0,3.0,2.0,13.0,7.0,1.3,1.4,3.0,2.0
2026-03-30,Uzbekistan,1641.0,60.0,1413.06,,4.0,2.0,9.0,3.0,7.0,5.0,16.0,8.0,1.0,1.0,19.0,8.0,1.9,1.6,5.0,2.0
2025-11-23,Vanuatu,1080.0,162.0,1005.49,,1.0,1.0,-9.0,-1.0,23.0,8.0,14.0,7.0,5.0,2.0,13.0,7.0,1.3,1.4,4.0,2.0
2026-03-30,Venezuela,1755.0,40.0,1488.56,,0.0,0.0,-5.0,-2.0,17.0,10.0,12.0,8.0,6.0,3.0,12.0,6.0,1.2,1.2,4.0,2.0
2025-11-19,Vietnam,1392.0,116.0,1161.38,,0.0,0.0,16.0,5.0,10.0,6.0,26.0,11.0,1.0,1.0,27.0,12.0,2.7,2.4,9.0,4.0
2026-03-26,Wales,1696.0,29.0,1526.53,,1.0,0.0,6.0,1.0,15.0,9.0,21.0,10.0,4.0,3.0,16.0,6.0,1.6,1.2,5.0,2.0
2019-06-09,Western Armenia,,,,,3.0,2.0,8.0,11.0,12.0,4.0,20.0,15.0,3.0,1.0,15.0,8.0,1.5,1.6,4.0,2.0
2025-07-17,Western Isles,,,,,1.0,0.0,-8.0,0.0,17.0,4.0,9.0,4.0,6.0,3.0,10.0,6.0,1.0,1.2,3.0,2.0
2025-11-26,Yemen,1102.0,155.0,1021.24,,2.0,2.0,17.0,17.0,7.0,1.0,24.0,18.0,3.0,0.0,17.0,11.0,1.7,2.2,5.0,3.0
2025-07-17,Ynys Môn,,,,,0.0,0.0,11.0,5.0,11.0,7.0,22.0,12.0,1.0,1.0,27.0,12.0,2.7,2.4,9.0,4.0
2019-06-01,Yorkshire,,,,,1.0,0.0,15.0,15.0,11.0,10.0,26.0,25.0,1.0,1.0,13.0,12.0,2.1666666666666665,2.4,4.0,4.0
2022-05-23,Yoruba Nation,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
2025-12-29,Zambia,1490.0,93.0,1252.79,,2.0,2.0,-7.0,-4.0,15.0,8.0,8.0,4.0,5.0,3.0,11.0,2.0,1.1,0.4,3.0,0.0
2025-01-13,Zanzibar,1326.0,,,,2.0,1.0,6.0,2.0,8.0,4.0,14.0,6.0,2.0,1.0,20.0,10.0,2.0,2.0,6.0,3.0
2026-03-28,Zimbabwe,1337.0,124.0,1134.99,,3.0,1.0,-6.0,-3.0,14.0,10.0,8.0,7.0,6.0,3.0,6.0,4.0,0.6,0.8,1.0,1.0
2023-07-13,Åland Islands,,,,,3.0,0.0,-8.0,-4.0,15.0,9.0,7.0,5.0,5.0,3.0,9.0,6.0,0.9,1.2,2.0,2.0
